ts,open,high,low,close,volume,dt_utc
1745553600,1760.89,1781.88,1758.14,1777.18,,2025-04-25 04:00:00+00:00
1745568000,1777.17,1793.29,1764.29,1790.49,,2025-04-25 08:00:00+00:00
1745582400,1790.49,1827.32,1757.25,1806.48,,2025-04-25 12:00:00+00:00
1745596800,1806.48,1810.89,1782.4,1802.16,,2025-04-25 16:00:00+00:00
1745611200,1802.16,1809.4,1783.85,1784.6,,2025-04-25 20:00:00+00:00
1745625600,1784.6,1815.81,1784.6,1797.48,,2025-04-26 00:00:00+00:00
1745640000,1797.48,1810.88,1789.0,1800.49,,2025-04-26 04:00:00+00:00
1745654400,1800.49,1841.16,1778.94,1785.85,,2025-04-26 08:00:00+00:00
1745668800,1785.86,1804.0,1780.1,1800.2,,2025-04-26 12:00:00+00:00
1745683200,1800.2,1814.89,1795.86,1813.08,,2025-04-26 16:00:00+00:00
1745697600,1813.08,1831.09,1805.51,1820.88,,2025-04-26 20:00:00+00:00
1745712000,1820.87,1857.47,1801.02,1809.75,,2025-04-27 00:00:00+00:00
1745726400,1809.75,1811.6,1790.27,1803.76,,2025-04-27 04:00:00+00:00
1745740800,1803.75,1815.52,1801.56,1805.94,,2025-04-27 08:00:00+00:00
1745755200,1805.94,1808.1,1781.9,1793.86,,2025-04-27 12:00:00+00:00
1745769600,1793.85,1808.47,1787.31,1808.01,,2025-04-27 16:00:00+00:00
1745784000,1808.01,1808.26,1784.59,1791.29,,2025-04-27 20:00:00+00:00
1745798400,1791.29,1793.83,1752.18,1784.23,,2025-04-28 00:00:00+00:00
1745812800,1784.23,1812.08,1784.23,1804.79,,2025-04-28 04:00:00+00:00
1745827200,1804.8,1827.98,1788.3,1816.2,,2025-04-28 08:00:00+00:00
1745841600,1816.2,1816.97,1753.0,1763.28,,2025-04-28 12:00:00+00:00
1745856000,1763.27,1804.79,1744.71,1797.17,,2025-04-28 16:00:00+00:00
1745870400,1797.17,1807.0,1781.16,1799.88,,2025-04-28 20:00:00+00:00
1745884800,1799.88,1811.56,1787.89,1802.08,,2025-04-29 00:00:00+00:00
1745899200,1802.07,1824.94,1788.16,1821.71,,2025-04-29 04:00:00+00:00
1745913600,1821.71,1842.99,1816.92,1829.77,,2025-04-29 08:00:00+00:00
1745928000,1829.76,1833.42,1802.02,1814.99,,2025-04-29 12:00:00+00:00
1745942400,1814.99,1832.49,1807.48,1821.65,,2025-04-29 16:00:00+00:00
1745956800,1821.66,1825.69,1780.47,1797.81,,2025-04-29 20:00:00+00:00
1745971200,1797.81,1813.09,1788.9,1808.91,,2025-04-30 00:00:00+00:00
1745985600,1808.92,1813.0,1791.1,1796.37,,2025-04-30 04:00:00+00:00
1746000000,1796.37,1816.8,1792.8,1815.7,,2025-04-30 08:00:00+00:00
1746014400,1815.69,1816.4,1731.7,1764.74,,2025-04-30 12:00:00+00:00
1746028800,1764.73,1792.97,1756.07,1786.69,,2025-04-30 16:00:00+00:00
1746043200,1786.7,1809.72,1784.61,1793.61,,2025-04-30 20:00:00+00:00
1746057600,1793.62,1819.0,1792.52,1807.99,,2025-05-01 00:00:00+00:00
1746072000,1807.99,1816.9,1802.14,1810.6,,2025-05-01 04:00:00+00:00
1746086400,1810.59,1859.23,1808.8,1845.58,,2025-05-01 08:00:00+00:00
1746100800,1845.58,1873.17,1825.2,1852.99,,2025-05-01 12:00:00+00:00
1746115200,1853.0,1870.25,1838.49,1842.82,,2025-05-01 16:00:00+00:00
